(maxduration 1000)

(initial_agentposition (pos-r 25) (pos-c 13) (direction south))
(pcpc (source-r 8) (source-c 3) (dest-r 4) (dest-c 29) (cost 64))
(pcpc (source-r 4) (source-c 29) (dest-r 14) (dest-c 4) (cost 70))
(pcpc (source-r 14) (source-c 4) (dest-r 4) (dest-c 29) (cost 70))
(pcpc (source-r 4) (source-c 29) (dest-r 13) (dest-c 3) (cost 74))
(pcpc (source-r 13) (source-c 3) (dest-r 4) (dest-c 29) (cost 74))
(pcpc (source-r 4) (source-c 29) (dest-r 18) (dest-c 4) (cost 114))
(pcpc (source-r 18) (source-c 4) (dest-r 4) (dest-c 29) (cost 114))
(pcpc (source-r 4) (source-c 29) (dest-r 19) (dest-c 3) (cost 114))
(pcpc (source-r 19) (source-c 3) (dest-r 4) (dest-c 29) (cost 114))
(pcpc (source-r 4) (source-c 29) (dest-r 28) (dest-c 4) (cost 98))
(pcpc (source-r 28) (source-c 4) (dest-r 4) (dest-c 29) (cost 98))
(pcpc (source-r 4) (source-c 29) (dest-r 27) (dest-c 3) (cost 98))
(pcpc (source-r 27) (source-c 3) (dest-r 4) (dest-c 29) (cost 98))
(pcpc (source-r 4) (source-c 29) (dest-r 24) (dest-c 3) (cost 104))
(pcpc (source-r 24) (source-c 3) (dest-r 4) (dest-c 29) (cost 104))
(pcpc (source-r 4) (source-c 29) (dest-r 23) (dest-c 2) (cost 108))
(pcpc (source-r 23) (source-c 2) (dest-r 4) (dest-c 29) (cost 108))
(pcpc (source-r 4) (source-c 29) (dest-r 25) (dest-c 3) (cost 102))
(pcpc (source-r 25) (source-c 3) (dest-r 4) (dest-c 29) (cost 102))
(pcpc (source-r 4) (source-c 29) (dest-r 26) (dest-c 2) (cost 102))
(pcpc (source-r 26) (source-c 2) (dest-r 4) (dest-c 29) (cost 102))
(pcpc (source-r 25) (source-c 13) (dest-r 4) (dest-c 29) (cost 78))
(pcpc (source-r 4) (source-c 29) (dest-r 25) (dest-c 13) (cost 78))
(pcpc (source-r 7) (source-c 29) (dest-r 7) (dest-c 29) (cost 0))
(pcpc (source-r 7) (source-c 29) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 26) (dest-c 29) (cost 46))
(pcpc (source-r 26) (source-c 29) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 4) (dest-c 28) (cost 8))
(pcpc (source-r 4) (source-c 28) (dest-r 7) (dest-c 29) (cost 8))
(pcpc (source-r 7) (source-c 29) (dest-r 5) (dest-c 28) (cost 6))
(pcpc (source-r 5) (source-c 28) (dest-r 7) (dest-c 29) (cost 6))
(pcpc (source-r 7) (source-c 29) (dest-r 6) (dest-c 28) (cost 4))
(pcpc (source-r 6) (source-c 28) (dest-r 7) (dest-c 29) (cost 4))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 28) (cost 4))
(pcpc (source-r 8) (source-c 28) (dest-r 7) (dest-c 29) (cost 4))
(pcpc (source-r 7) (source-c 29) (dest-r 19) (dest-c 28) (cost 30))
(pcpc (source-r 19) (source-c 28) (dest-r 7) (dest-c 29) (cost 30))
(pcpc (source-r 7) (source-c 29) (dest-r 24) (dest-c 28) (cost 40))
(pcpc (source-r 24) (source-c 28) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 25) (dest-c 28) (cost 42))
(pcpc (source-r 25) (source-c 28) (dest-r 7) (dest-c 29) (cost 42))
(pcpc (source-r 7) (source-c 29) (dest-r 27) (dest-c 28) (cost 46))
(pcpc (source-r 27) (source-c 28) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 3) (dest-c 27) (cost 12))
(pcpc (source-r 3) (source-c 27) (dest-r 7) (dest-c 29) (cost 12))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 27) (cost 8))
(pcpc (source-r 9) (source-c 27) (dest-r 7) (dest-c 29) (cost 8))
(pcpc (source-r 7) (source-c 29) (dest-r 20) (dest-c 27) (cost 30))
(pcpc (source-r 20) (source-c 27) (dest-r 7) (dest-c 29) (cost 30))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 27) (cost 46))
(pcpc (source-r 28) (source-c 27) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 6) (dest-c 26) (cost 8))
(pcpc (source-r 6) (source-c 26) (dest-r 7) (dest-c 29) (cost 8))
(pcpc (source-r 7) (source-c 29) (dest-r 7) (dest-c 25) (cost 8))
(pcpc (source-r 7) (source-c 25) (dest-r 7) (dest-c 29) (cost 8))
(pcpc (source-r 7) (source-c 29) (dest-r 16) (dest-c 25) (cost 26))
(pcpc (source-r 16) (source-c 25) (dest-r 7) (dest-c 29) (cost 26))
(pcpc (source-r 7) (source-c 29) (dest-r 23) (dest-c 25) (cost 40))
(pcpc (source-r 23) (source-c 25) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 23) (cost 14))
(pcpc (source-r 8) (source-c 23) (dest-r 7) (dest-c 29) (cost 14))
(pcpc (source-r 7) (source-c 29) (dest-r 3) (dest-c 23) (cost 20))
(pcpc (source-r 3) (source-c 23) (dest-r 7) (dest-c 29) (cost 20))
(pcpc (source-r 7) (source-c 29) (dest-r 4) (dest-c 22) (cost 20))
(pcpc (source-r 4) (source-c 22) (dest-r 7) (dest-c 29) (cost 20))
(pcpc (source-r 7) (source-c 29) (dest-r 20) (dest-c 23) (cost 38))
(pcpc (source-r 20) (source-c 23) (dest-r 7) (dest-c 29) (cost 38))
(pcpc (source-r 7) (source-c 29) (dest-r 21) (dest-c 22) (cost 42))
(pcpc (source-r 21) (source-c 22) (dest-r 7) (dest-c 29) (cost 42))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 23) (cost 54))
(pcpc (source-r 28) (source-c 23) (dest-r 7) (dest-c 29) (cost 54))
(pcpc (source-r 7) (source-c 29) (dest-r 27) (dest-c 22) (cost 54))
(pcpc (source-r 27) (source-c 22) (dest-r 7) (dest-c 29) (cost 54))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 20) (cost 22))
(pcpc (source-r 9) (source-c 20) (dest-r 7) (dest-c 29) (cost 22))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 19) (cost 22))
(pcpc (source-r 8) (source-c 19) (dest-r 7) (dest-c 29) (cost 22))
(pcpc (source-r 7) (source-c 29) (dest-r 10) (dest-c 20) (cost 24))
(pcpc (source-r 10) (source-c 20) (dest-r 7) (dest-c 29) (cost 24))
(pcpc (source-r 7) (source-c 29) (dest-r 11) (dest-c 19) (cost 28))
(pcpc (source-r 11) (source-c 19) (dest-r 7) (dest-c 29) (cost 28))
(pcpc (source-r 7) (source-c 29) (dest-r 12) (dest-c 20) (cost 28))
(pcpc (source-r 12) (source-c 20) (dest-r 7) (dest-c 29) (cost 28))
(pcpc (source-r 7) (source-c 29) (dest-r 13) (dest-c 20) (cost 30))
(pcpc (source-r 13) (source-c 20) (dest-r 7) (dest-c 29) (cost 30))
(pcpc (source-r 7) (source-c 29) (dest-r 14) (dest-c 19) (cost 34))
(pcpc (source-r 14) (source-c 19) (dest-r 7) (dest-c 29) (cost 34))
(pcpc (source-r 7) (source-c 29) (dest-r 7) (dest-c 18) (cost 22))
(pcpc (source-r 7) (source-c 18) (dest-r 7) (dest-c 29) (cost 22))
(pcpc (source-r 7) (source-c 29) (dest-r 19) (dest-c 18) (cost 46))
(pcpc (source-r 19) (source-c 18) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 20) (dest-c 17) (cost 50))
(pcpc (source-r 20) (source-c 17) (dest-r 7) (dest-c 29) (cost 50))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 17) (cost 66))
(pcpc (source-r 28) (source-c 17) (dest-r 7) (dest-c 29) (cost 66))
(pcpc (source-r 7) (source-c 29) (dest-r 3) (dest-c 17) (cost 32))
(pcpc (source-r 3) (source-c 17) (dest-r 7) (dest-c 29) (cost 32))
(pcpc (source-r 7) (source-c 29) (dest-r 4) (dest-c 16) (cost 32))
(pcpc (source-r 4) (source-c 16) (dest-r 7) (dest-c 29) (cost 32))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 16) (cost 28))
(pcpc (source-r 8) (source-c 16) (dest-r 7) (dest-c 29) (cost 28))
(pcpc (source-r 7) (source-c 29) (dest-r 13) (dest-c 17) (cost 40))
(pcpc (source-r 13) (source-c 17) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 14) (dest-c 16) (cost 40))
(pcpc (source-r 14) (source-c 16) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 23) (dest-c 17) (cost 56))
(pcpc (source-r 23) (source-c 17) (dest-r 7) (dest-c 29) (cost 56))
(pcpc (source-r 7) (source-c 29) (dest-r 22) (dest-c 16) (cost 56))
(pcpc (source-r 22) (source-c 16) (dest-r 7) (dest-c 29) (cost 56))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 15) (cost 32))
(pcpc (source-r 9) (source-c 15) (dest-r 7) (dest-c 29) (cost 32))
(pcpc (source-r 7) (source-c 29) (dest-r 16) (dest-c 16) (cost 44))
(pcpc (source-r 16) (source-c 16) (dest-r 7) (dest-c 29) (cost 44))
(pcpc (source-r 7) (source-c 29) (dest-r 15) (dest-c 15) (cost 44))
(pcpc (source-r 15) (source-c 15) (dest-r 7) (dest-c 29) (cost 44))
(pcpc (source-r 7) (source-c 29) (dest-r 17) (dest-c 16) (cost 46))
(pcpc (source-r 17) (source-c 16) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 18) (dest-c 15) (cost 50))
(pcpc (source-r 18) (source-c 15) (dest-r 7) (dest-c 29) (cost 50))
(pcpc (source-r 7) (source-c 29) (dest-r 25) (dest-c 15) (cost 64))
(pcpc (source-r 25) (source-c 15) (dest-r 7) (dest-c 29) (cost 64))
(pcpc (source-r 7) (source-c 29) (dest-r 26) (dest-c 14) (cost 68))
(pcpc (source-r 26) (source-c 14) (dest-r 7) (dest-c 29) (cost 68))
(pcpc (source-r 7) (source-c 29) (dest-r 29) (dest-c 15) (cost 72))
(pcpc (source-r 29) (source-c 15) (dest-r 7) (dest-c 29) (cost 72))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 14) (cost 72))
(pcpc (source-r 28) (source-c 14) (dest-r 7) (dest-c 29) (cost 72))
(pcpc (source-r 7) (source-c 29) (dest-r 14) (dest-c 13) (cost 46))
(pcpc (source-r 14) (source-c 13) (dest-r 7) (dest-c 29) (cost 46))
(pcpc (source-r 7) (source-c 29) (dest-r 18) (dest-c 13) (cost 126))
(pcpc (source-r 18) (source-c 13) (dest-r 7) (dest-c 29) (cost 126))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 13) (cost 74))
(pcpc (source-r 28) (source-c 13) (dest-r 7) (dest-c 29) (cost 74))
(pcpc (source-r 7) (source-c 29) (dest-r 18) (dest-c 12) (cost 124))
(pcpc (source-r 18) (source-c 12) (dest-r 7) (dest-c 29) (cost 124))
(pcpc (source-r 7) (source-c 29) (dest-r 26) (dest-c 12) (cost 72))
(pcpc (source-r 26) (source-c 12) (dest-r 7) (dest-c 29) (cost 72))
(pcpc (source-r 7) (source-c 29) (dest-r 29) (dest-c 12) (cost 78))
(pcpc (source-r 29) (source-c 12) (dest-r 7) (dest-c 29) (cost 78))
(pcpc (source-r 7) (source-c 29) (dest-r 6) (dest-c 12) (cost 36))
(pcpc (source-r 6) (source-c 12) (dest-r 7) (dest-c 29) (cost 36))
(pcpc (source-r 7) (source-c 29) (dest-r 5) (dest-c 11) (cost 40))
(pcpc (source-r 5) (source-c 11) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 12) (cost 36))
(pcpc (source-r 8) (source-c 12) (dest-r 7) (dest-c 29) (cost 36))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 11) (cost 40))
(pcpc (source-r 9) (source-c 11) (dest-r 7) (dest-c 29) (cost 40))
(pcpc (source-r 7) (source-c 29) (dest-r 17) (dest-c 11) (cost 124))
(pcpc (source-r 17) (source-c 11) (dest-r 7) (dest-c 29) (cost 124))
(pcpc (source-r 7) (source-c 29) (dest-r 25) (dest-c 11) (cost 76))
(pcpc (source-r 25) (source-c 11) (dest-r 7) (dest-c 29) (cost 76))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 10) (cost 42))
(pcpc (source-r 9) (source-c 10) (dest-r 7) (dest-c 29) (cost 42))
(pcpc (source-r 7) (source-c 29) (dest-r 19) (dest-c 8) (cost 114))
(pcpc (source-r 19) (source-c 8) (dest-r 7) (dest-c 29) (cost 114))
(pcpc (source-r 7) (source-c 29) (dest-r 27) (dest-c 8) (cost 82))
(pcpc (source-r 27) (source-c 8) (dest-r 7) (dest-c 29) (cost 82))
(pcpc (source-r 7) (source-c 29) (dest-r 3) (dest-c 7) (cost 52))
(pcpc (source-r 3) (source-c 7) (dest-r 7) (dest-c 29) (cost 52))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 7) (cost 48))
(pcpc (source-r 9) (source-c 7) (dest-r 7) (dest-c 29) (cost 48))
(pcpc (source-r 7) (source-c 29) (dest-r 13) (dest-c 8) (cost 58))
(pcpc (source-r 13) (source-c 8) (dest-r 7) (dest-c 29) (cost 58))
(pcpc (source-r 7) (source-c 29) (dest-r 14) (dest-c 7) (cost 58))
(pcpc (source-r 14) (source-c 7) (dest-r 7) (dest-c 29) (cost 58))
(pcpc (source-r 7) (source-c 29) (dest-r 18) (dest-c 7) (cost 114))
(pcpc (source-r 18) (source-c 7) (dest-r 7) (dest-c 29) (cost 114))
(pcpc (source-r 7) (source-c 29) (dest-r 22) (dest-c 8) (cost 112))
(pcpc (source-r 22) (source-c 8) (dest-r 7) (dest-c 29) (cost 112))
(pcpc (source-r 7) (source-c 29) (dest-r 21) (dest-c 7) (cost 108))
(pcpc (source-r 21) (source-c 7) (dest-r 7) (dest-c 29) (cost 108))
(pcpc (source-r 7) (source-c 29) (dest-r 4) (dest-c 6) (cost 56))
(pcpc (source-r 4) (source-c 6) (dest-r 7) (dest-c 29) (cost 56))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 6) (cost 52))
(pcpc (source-r 8) (source-c 6) (dest-r 7) (dest-c 29) (cost 52))
(pcpc (source-r 7) (source-c 29) (dest-r 26) (dest-c 6) (cost 88))
(pcpc (source-r 26) (source-c 6) (dest-r 7) (dest-c 29) (cost 88))
(pcpc (source-r 7) (source-c 29) (dest-r 3) (dest-c 4) (cost 58))
(pcpc (source-r 3) (source-c 4) (dest-r 7) (dest-c 29) (cost 58))
(pcpc (source-r 7) (source-c 29) (dest-r 4) (dest-c 3) (cost 62))
(pcpc (source-r 4) (source-c 3) (dest-r 7) (dest-c 29) (cost 62))
(pcpc (source-r 7) (source-c 29) (dest-r 9) (dest-c 4) (cost 54))
(pcpc (source-r 9) (source-c 4) (dest-r 7) (dest-c 29) (cost 54))
(pcpc (source-r 7) (source-c 29) (dest-r 8) (dest-c 3) (cost 58))
(pcpc (source-r 8) (source-c 3) (dest-r 7) (dest-c 29) (cost 58))
(pcpc (source-r 7) (source-c 29) (dest-r 14) (dest-c 4) (cost 64))
(pcpc (source-r 14) (source-c 4) (dest-r 7) (dest-c 29) (cost 64))
(pcpc (source-r 7) (source-c 29) (dest-r 13) (dest-c 3) (cost 68))
(pcpc (source-r 13) (source-c 3) (dest-r 7) (dest-c 29) (cost 68))
(pcpc (source-r 7) (source-c 29) (dest-r 18) (dest-c 4) (cost 108))
(pcpc (source-r 18) (source-c 4) (dest-r 7) (dest-c 29) (cost 108))
(pcpc (source-r 7) (source-c 29) (dest-r 19) (dest-c 3) (cost 108))
(pcpc (source-r 19) (source-c 3) (dest-r 7) (dest-c 29) (cost 108))
(pcpc (source-r 7) (source-c 29) (dest-r 28) (dest-c 4) (cost 92))
(pcpc (source-r 28) (source-c 4) (dest-r 7) (dest-c 29) (cost 92))
(pcpc (source-r 7) (source-c 29) (dest-r 27) (dest-c 3) (cost 92))
(pcpc (source-r 27) (source-c 3) (dest-r 7) (dest-c 29) (cost 92))
(pcpc (source-r 7) (source-c 29) (dest-r 24) (dest-c 3) (cost 98))
(pcpc (source-r 24) (source-c 3) (dest-r 7) (dest-c 29) (cost 98))
(pcpc (source-r 7) (source-c 29) (dest-r 23) (dest-c 2) (cost 102))
(pcpc (source-r 23) (source-c 2) (dest-r 7) (dest-c 29) (cost 102))
(pcpc (source-r 7) (source-c 29) (dest-r 25) (dest-c 3) (cost 96))
(pcpc (source-r 25) (source-c 3) (dest-r 7) (dest-c 29) (cost 96))
(pcpc (source-r 7) (source-c 29) (dest-r 26) (dest-c 2) (cost 96))
(pcpc (source-r 26) (source-c 2) (dest-r 7) (dest-c 29) (cost 96))
(pcpc (source-r 25) (source-c 13) (dest-r 7) (dest-c 29) (cost 72))
(pcpc (source-r 7) (source-c 29) (dest-r 25) (dest-c 13) (cost 72))
(pcpc (source-r 23) (source-c 29) (dest-r 23) (dest-c 29) (cost 0))
(pcpc (source-r 23) (source-c 29) (dest-r 26) (dest-c 29) (cost 10))
(pcpc (source-r 26) (source-c 29) (dest-r 23) (dest-c 29) (cost 10))
(pcpc (source-r 23) (source-c 29) (dest-r 4) (dest-c 28) (cost 44))
(pcpc (source-r 4) (source-c 28) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 5) (dest-c 28) (cost 42))
(pcpc (source-r 5) (source-c 28) (dest-r 23) (dest-c 29) (cost 42))
(pcpc (source-r 23) (source-c 29) (dest-r 6) (dest-c 28) (cost 40))
(pcpc (source-r 6) (source-c 28) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 8) (dest-c 28) (cost 36))
(pcpc (source-r 8) (source-c 28) (dest-r 23) (dest-c 29) (cost 36))
(pcpc (source-r 23) (source-c 29) (dest-r 19) (dest-c 28) (cost 14))
(pcpc (source-r 19) (source-c 28) (dest-r 23) (dest-c 29) (cost 14))
(pcpc (source-r 23) (source-c 29) (dest-r 24) (dest-c 28) (cost 4))
(pcpc (source-r 24) (source-c 28) (dest-r 23) (dest-c 29) (cost 4))
(pcpc (source-r 23) (source-c 29) (dest-r 25) (dest-c 28) (cost 6))
(pcpc (source-r 25) (source-c 28) (dest-r 23) (dest-c 29) (cost 6))
(pcpc (source-r 23) (source-c 29) (dest-r 27) (dest-c 28) (cost 10))
(pcpc (source-r 27) (source-c 28) (dest-r 23) (dest-c 29) (cost 10))
(pcpc (source-r 23) (source-c 29) (dest-r 3) (dest-c 27) (cost 44))
(pcpc (source-r 3) (source-c 27) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 9) (dest-c 27) (cost 32))
(pcpc (source-r 9) (source-c 27) (dest-r 23) (dest-c 29) (cost 32))
(pcpc (source-r 23) (source-c 29) (dest-r 20) (dest-c 27) (cost 10))
(pcpc (source-r 20) (source-c 27) (dest-r 23) (dest-c 29) (cost 10))
(pcpc (source-r 23) (source-c 29) (dest-r 28) (dest-c 27) (cost 14))
(pcpc (source-r 28) (source-c 27) (dest-r 23) (dest-c 29) (cost 14))
(pcpc (source-r 23) (source-c 29) (dest-r 6) (dest-c 26) (cost 40))
(pcpc (source-r 6) (source-c 26) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 7) (dest-c 25) (cost 40))
(pcpc (source-r 7) (source-c 25) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 16) (dest-c 25) (cost 22))
(pcpc (source-r 16) (source-c 25) (dest-r 23) (dest-c 29) (cost 22))
(pcpc (source-r 23) (source-c 29) (dest-r 23) (dest-c 25) (cost 8))
(pcpc (source-r 23) (source-c 25) (dest-r 23) (dest-c 29) (cost 8))
(pcpc (source-r 23) (source-c 29) (dest-r 8) (dest-c 23) (cost 42))
(pcpc (source-r 8) (source-c 23) (dest-r 23) (dest-c 29) (cost 42))
(pcpc (source-r 23) (source-c 29) (dest-r 3) (dest-c 23) (cost 52))
(pcpc (source-r 3) (source-c 23) (dest-r 23) (dest-c 29) (cost 52))
(pcpc (source-r 23) (source-c 29) (dest-r 4) (dest-c 22) (cost 52))
(pcpc (source-r 4) (source-c 22) (dest-r 23) (dest-c 29) (cost 52))
(pcpc (source-r 23) (source-c 29) (dest-r 20) (dest-c 23) (cost 18))
(pcpc (source-r 20) (source-c 23) (dest-r 23) (dest-c 29) (cost 18))
(pcpc (source-r 23) (source-c 29) (dest-r 21) (dest-c 22) (cost 18))
(pcpc (source-r 21) (source-c 22) (dest-r 23) (dest-c 29) (cost 18))
(pcpc (source-r 23) (source-c 29) (dest-r 28) (dest-c 23) (cost 22))
(pcpc (source-r 28) (source-c 23) (dest-r 23) (dest-c 29) (cost 22))
(pcpc (source-r 23) (source-c 29) (dest-r 27) (dest-c 22) (cost 22))
(pcpc (source-r 27) (source-c 22) (dest-r 23) (dest-c 29) (cost 22))
(pcpc (source-r 23) (source-c 29) (dest-r 9) (dest-c 20) (cost 46))
(pcpc (source-r 9) (source-c 20) (dest-r 23) (dest-c 29) (cost 46))
(pcpc (source-r 23) (source-c 29) (dest-r 8) (dest-c 19) (cost 50))
(pcpc (source-r 8) (source-c 19) (dest-r 23) (dest-c 29) (cost 50))
(pcpc (source-r 23) (source-c 29) (dest-r 10) (dest-c 20) (cost 44))
(pcpc (source-r 10) (source-c 20) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 11) (dest-c 19) (cost 44))
(pcpc (source-r 11) (source-c 19) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 12) (dest-c 20) (cost 40))
(pcpc (source-r 12) (source-c 20) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 13) (dest-c 20) (cost 38))
(pcpc (source-r 13) (source-c 20) (dest-r 23) (dest-c 29) (cost 38))
(pcpc (source-r 23) (source-c 29) (dest-r 14) (dest-c 19) (cost 38))
(pcpc (source-r 14) (source-c 19) (dest-r 23) (dest-c 29) (cost 38))
(pcpc (source-r 23) (source-c 29) (dest-r 7) (dest-c 18) (cost 54))
(pcpc (source-r 7) (source-c 18) (dest-r 23) (dest-c 29) (cost 54))
(pcpc (source-r 23) (source-c 29) (dest-r 19) (dest-c 18) (cost 34))
(pcpc (source-r 19) (source-c 18) (dest-r 23) (dest-c 29) (cost 34))
(pcpc (source-r 23) (source-c 29) (dest-r 20) (dest-c 17) (cost 30))
(pcpc (source-r 20) (source-c 17) (dest-r 23) (dest-c 29) (cost 30))
(pcpc (source-r 23) (source-c 29) (dest-r 28) (dest-c 17) (cost 34))
(pcpc (source-r 28) (source-c 17) (dest-r 23) (dest-c 29) (cost 34))
(pcpc (source-r 23) (source-c 29) (dest-r 3) (dest-c 17) (cost 64))
(pcpc (source-r 3) (source-c 17) (dest-r 23) (dest-c 29) (cost 64))
(pcpc (source-r 23) (source-c 29) (dest-r 4) (dest-c 16) (cost 64))
(pcpc (source-r 4) (source-c 16) (dest-r 23) (dest-c 29) (cost 64))
(pcpc (source-r 23) (source-c 29) (dest-r 8) (dest-c 16) (cost 56))
(pcpc (source-r 8) (source-c 16) (dest-r 23) (dest-c 29) (cost 56))
(pcpc (source-r 23) (source-c 29) (dest-r 13) (dest-c 17) (cost 44))
(pcpc (source-r 13) (source-c 17) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 14) (dest-c 16) (cost 44))
(pcpc (source-r 14) (source-c 16) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 23) (dest-c 17) (cost 24))
(pcpc (source-r 23) (source-c 17) (dest-r 23) (dest-c 29) (cost 24))
(pcpc (source-r 23) (source-c 29) (dest-r 22) (dest-c 16) (cost 28))
(pcpc (source-r 22) (source-c 16) (dest-r 23) (dest-c 29) (cost 28))
(pcpc (source-r 23) (source-c 29) (dest-r 9) (dest-c 15) (cost 60))
(pcpc (source-r 9) (source-c 15) (dest-r 23) (dest-c 29) (cost 60))
(pcpc (source-r 23) (source-c 29) (dest-r 16) (dest-c 16) (cost 40))
(pcpc (source-r 16) (source-c 16) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 15) (dest-c 15) (cost 44))
(pcpc (source-r 15) (source-c 15) (dest-r 23) (dest-c 29) (cost 44))
(pcpc (source-r 23) (source-c 29) (dest-r 17) (dest-c 16) (cost 38))
(pcpc (source-r 17) (source-c 16) (dest-r 23) (dest-c 29) (cost 38))
(pcpc (source-r 23) (source-c 29) (dest-r 18) (dest-c 15) (cost 38))
(pcpc (source-r 18) (source-c 15) (dest-r 23) (dest-c 29) (cost 38))
(pcpc (source-r 23) (source-c 29) (dest-r 25) (dest-c 15) (cost 32))
(pcpc (source-r 25) (source-c 15) (dest-r 23) (dest-c 29) (cost 32))
(pcpc (source-r 23) (source-c 29) (dest-r 26) (dest-c 14) (cost 36))
(pcpc (source-r 26) (source-c 14) (dest-r 23) (dest-c 29) (cost 36))
(pcpc (source-r 23) (source-c 29) (dest-r 29) (dest-c 15) (cost 40))
(pcpc (source-r 29) (source-c 15) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 28) (dest-c 14) (cost 40))
(pcpc (source-r 28) (source-c 14) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 14) (dest-c 13) (cost 50))
(pcpc (source-r 14) (source-c 13) (dest-r 23) (dest-c 29) (cost 50))
(pcpc (source-r 23) (source-c 29) (dest-r 18) (dest-c 13) (cost 94))
(pcpc (source-r 18) (source-c 13) (dest-r 23) (dest-c 29) (cost 94))
(pcpc (source-r 23) (source-c 29) (dest-r 28) (dest-c 13) (cost 42))
(pcpc (source-r 28) (source-c 13) (dest-r 23) (dest-c 29) (cost 42))
(pcpc (source-r 23) (source-c 29) (dest-r 18) (dest-c 12) (cost 92))
(pcpc (source-r 18) (source-c 12) (dest-r 23) (dest-c 29) (cost 92))
(pcpc (source-r 23) (source-c 29) (dest-r 26) (dest-c 12) (cost 40))
(pcpc (source-r 26) (source-c 12) (dest-r 23) (dest-c 29) (cost 40))
(pcpc (source-r 23) (source-c 29) (dest-r 29) (dest-c 12) (cost 46))
(pcpc (source-r 29) (source-c 12) (dest-r 23) (dest-c 29) (cost 46))
(pcpc (source-r 23) (source-c 29) (dest-r 6) (dest-c 12) (cost 68))
(pcpc (source-r 6) (source-c 12) (dest-r 23) (dest-c 29) (cost 68))
(pcpc (source-r 23) (source-c 29) (dest-r 5) (dest-c 11) (cost 72))
(pcpc (source-r 5) (source-c 11) (dest-r 23) (dest-c 29) (cost 72))
(pcpc (source-r 23) (source-c 29) (dest-r 8) (dest-c 12) (cost 64))
(pcpc (source-r 8) (source-c 12) (dest-r 23) (dest-c 29) (cost 64))
(pcpc (source-r 23) (source-c 29) (dest-r 9) (dest-c 11) (cost 68))
(pcpc (source-r 9) (source-c 11) (dest-r 23) (dest-c 29) (cost 68))
(pcpc (source-r 23) (source-c 29) (dest-r 17) (dest-c 11) (cost 92))
