(maxduration 1000)

(initial_agentposition (pos-r 2) (pos-c 2) (direction north))
(pcpc (source-r 5) (source-c 3) (dest-r 13) (dest-c 17) (cost 44))
(pcpc (source-r 13) (source-c 17) (dest-r 4) (dest-c 2) (cost 48))
(pcpc (source-r 4) (source-c 2) (dest-r 13) (dest-c 17) (cost 48))
(pcpc (source-r 13) (source-c 17) (dest-r 6) (dest-c 2) (cost 44))
(pcpc (source-r 6) (source-c 2) (dest-r 13) (dest-c 17) (cost 44))
(pcpc (source-r 13) (source-c 17) (dest-r 7) (dest-c 3) (cost 40))
(pcpc (source-r 7) (source-c 3) (dest-r 13) (dest-c 17) (cost 40))
(pcpc (source-r 13) (source-c 17) (dest-r 8) (dest-c 3) (cost 38))
(pcpc (source-r 8) (source-c 3) (dest-r 13) (dest-c 17) (cost 38))
(pcpc (source-r 13) (source-c 17) (dest-r 9) (dest-c 2) (cost 42))
(pcpc (source-r 9) (source-c 2) (dest-r 13) (dest-c 17) (cost 42))
(pcpc (source-r 13) (source-c 17) (dest-r 10) (dest-c 3) (cost 42))
(pcpc (source-r 10) (source-c 3) (dest-r 13) (dest-c 17) (cost 42))
(pcpc (source-r 16) (source-c 16) (dest-r 16) (dest-c 16) (cost 0))
(pcpc (source-r 16) (source-c 16) (dest-r 5) (dest-c 15) (cost 24))
(pcpc (source-r 5) (source-c 15) (dest-r 16) (dest-c 16) (cost 24))
(pcpc (source-r 16) (source-c 16) (dest-r 9) (dest-c 15) (cost 16))
(pcpc (source-r 9) (source-c 15) (dest-r 16) (dest-c 16) (cost 16))
(pcpc (source-r 16) (source-c 16) (dest-r 13) (dest-c 15) (cost 8))
(pcpc (source-r 13) (source-c 15) (dest-r 16) (dest-c 16) (cost 8))
(pcpc (source-r 16) (source-c 16) (dest-r 17) (dest-c 15) (cost 4))
(pcpc (source-r 17) (source-c 15) (dest-r 16) (dest-c 16) (cost 4))
(pcpc (source-r 16) (source-c 16) (dest-r 6) (dest-c 11) (cost 30))
(pcpc (source-r 6) (source-c 11) (dest-r 16) (dest-c 16) (cost 30))
(pcpc (source-r 16) (source-c 16) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 16) (dest-c 16) (cost 18))
(pcpc (source-r 16) (source-c 16) (dest-r 16) (dest-c 9) (cost 14))
(pcpc (source-r 16) (source-c 9) (dest-r 16) (dest-c 16) (cost 14))
(pcpc (source-r 16) (source-c 16) (dest-r 17) (dest-c 8) (cost 18))
(pcpc (source-r 17) (source-c 8) (dest-r 16) (dest-c 16) (cost 18))
(pcpc (source-r 16) (source-c 16) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 16) (dest-c 16) (cost 40))
(pcpc (source-r 16) (source-c 16) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 16) (dest-c 16) (cost 32))
(pcpc (source-r 16) (source-c 16) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 16) (dest-c 16) (cost 36))
(pcpc (source-r 16) (source-c 16) (dest-r 13) (dest-c 5) (cost 28))
(pcpc (source-r 13) (source-c 5) (dest-r 16) (dest-c 16) (cost 28))
(pcpc (source-r 16) (source-c 16) (dest-r 14) (dest-c 4) (cost 28))
(pcpc (source-r 14) (source-c 4) (dest-r 16) (dest-c 16) (cost 28))
(pcpc (source-r 16) (source-c 16) (dest-r 17) (dest-c 5) (cost 24))
(pcpc (source-r 17) (source-c 5) (dest-r 16) (dest-c 16) (cost 24))
(pcpc (source-r 16) (source-c 16) (dest-r 16) (dest-c 4) (cost 24))
(pcpc (source-r 16) (source-c 4) (dest-r 16) (dest-c 16) (cost 24))
(pcpc (source-r 16) (source-c 16) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 16) (dest-c 16) (cost 48))
(pcpc (source-r 16) (source-c 16) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 16) (dest-c 16) (cost 52))
(pcpc (source-r 16) (source-c 16) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 16) (dest-c 16) (cost 48))
(pcpc (source-r 16) (source-c 16) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 16) (dest-c 16) (cost 44))
(pcpc (source-r 16) (source-c 16) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 16) (dest-c 16) (cost 42))
(pcpc (source-r 16) (source-c 16) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 16) (dest-c 16) (cost 46))
(pcpc (source-r 16) (source-c 16) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 16) (dest-c 16) (cost 46))
(pcpc (source-r 5) (source-c 15) (dest-r 5) (dest-c 15) (cost 0))
(pcpc (source-r 5) (source-c 15) (dest-r 9) (dest-c 15) (cost 8))
(pcpc (source-r 9) (source-c 15) (dest-r 5) (dest-c 15) (cost 8))
(pcpc (source-r 5) (source-c 15) (dest-r 13) (dest-c 15) (cost 16))
(pcpc (source-r 13) (source-c 15) (dest-r 5) (dest-c 15) (cost 16))
(pcpc (source-r 5) (source-c 15) (dest-r 17) (dest-c 15) (cost 24))
(pcpc (source-r 17) (source-c 15) (dest-r 5) (dest-c 15) (cost 24))
(pcpc (source-r 5) (source-c 15) (dest-r 6) (dest-c 11) (cost 10))
(pcpc (source-r 6) (source-c 11) (dest-r 5) (dest-c 15) (cost 10))
(pcpc (source-r 5) (source-c 15) (dest-r 13) (dest-c 10) (cost 26))
(pcpc (source-r 13) (source-c 10) (dest-r 5) (dest-c 15) (cost 26))
(pcpc (source-r 5) (source-c 15) (dest-r 16) (dest-c 9) (cost 34))
(pcpc (source-r 16) (source-c 9) (dest-r 5) (dest-c 15) (cost 34))
(pcpc (source-r 5) (source-c 15) (dest-r 17) (dest-c 8) (cost 38))
(pcpc (source-r 17) (source-c 8) (dest-r 5) (dest-c 15) (cost 38))
(pcpc (source-r 5) (source-c 15) (dest-r 6) (dest-c 6) (cost 20))
(pcpc (source-r 6) (source-c 6) (dest-r 5) (dest-c 15) (cost 20))
(pcpc (source-r 5) (source-c 15) (dest-r 9) (dest-c 7) (cost 24))
(pcpc (source-r 9) (source-c 7) (dest-r 5) (dest-c 15) (cost 24))
(pcpc (source-r 5) (source-c 15) (dest-r 8) (dest-c 6) (cost 24))
(pcpc (source-r 8) (source-c 6) (dest-r 5) (dest-c 15) (cost 24))
(pcpc (source-r 5) (source-c 15) (dest-r 13) (dest-c 5) (cost 44))
(pcpc (source-r 13) (source-c 5) (dest-r 5) (dest-c 15) (cost 44))
(pcpc (source-r 5) (source-c 15) (dest-r 14) (dest-c 4) (cost 44))
(pcpc (source-r 14) (source-c 4) (dest-r 5) (dest-c 15) (cost 44))
(pcpc (source-r 5) (source-c 15) (dest-r 17) (dest-c 5) (cost 44))
(pcpc (source-r 17) (source-c 5) (dest-r 5) (dest-c 15) (cost 44))
(pcpc (source-r 5) (source-c 15) (dest-r 16) (dest-c 4) (cost 44))
(pcpc (source-r 16) (source-c 4) (dest-r 5) (dest-c 15) (cost 44))
(pcpc (source-r 5) (source-c 15) (dest-r 5) (dest-c 3) (cost 28))
(pcpc (source-r 5) (source-c 3) (dest-r 5) (dest-c 15) (cost 28))
(pcpc (source-r 5) (source-c 15) (dest-r 4) (dest-c 2) (cost 32))
(pcpc (source-r 4) (source-c 2) (dest-r 5) (dest-c 15) (cost 32))
(pcpc (source-r 5) (source-c 15) (dest-r 6) (dest-c 2) (cost 28))
(pcpc (source-r 6) (source-c 2) (dest-r 5) (dest-c 15) (cost 28))
(pcpc (source-r 5) (source-c 15) (dest-r 7) (dest-c 3) (cost 28))
(pcpc (source-r 7) (source-c 3) (dest-r 5) (dest-c 15) (cost 28))
(pcpc (source-r 5) (source-c 15) (dest-r 8) (dest-c 3) (cost 30))
(pcpc (source-r 8) (source-c 3) (dest-r 5) (dest-c 15) (cost 30))
(pcpc (source-r 5) (source-c 15) (dest-r 9) (dest-c 2) (cost 34))
(pcpc (source-r 9) (source-c 2) (dest-r 5) (dest-c 15) (cost 34))
(pcpc (source-r 5) (source-c 15) (dest-r 10) (dest-c 3) (cost 34))
(pcpc (source-r 10) (source-c 3) (dest-r 5) (dest-c 15) (cost 34))
(pcpc (source-r 9) (source-c 15) (dest-r 9) (dest-c 15) (cost 0))
(pcpc (source-r 9) (source-c 15) (dest-r 13) (dest-c 15) (cost 8))
(pcpc (source-r 13) (source-c 15) (dest-r 9) (dest-c 15) (cost 8))
(pcpc (source-r 9) (source-c 15) (dest-r 17) (dest-c 15) (cost 16))
(pcpc (source-r 17) (source-c 15) (dest-r 9) (dest-c 15) (cost 16))
(pcpc (source-r 9) (source-c 15) (dest-r 6) (dest-c 11) (cost 14))
(pcpc (source-r 6) (source-c 11) (dest-r 9) (dest-c 15) (cost 14))
(pcpc (source-r 9) (source-c 15) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 9) (dest-c 15) (cost 18))
(pcpc (source-r 9) (source-c 15) (dest-r 16) (dest-c 9) (cost 26))
(pcpc (source-r 16) (source-c 9) (dest-r 9) (dest-c 15) (cost 26))
(pcpc (source-r 9) (source-c 15) (dest-r 17) (dest-c 8) (cost 30))
(pcpc (source-r 17) (source-c 8) (dest-r 9) (dest-c 15) (cost 30))
(pcpc (source-r 9) (source-c 15) (dest-r 6) (dest-c 6) (cost 24))
(pcpc (source-r 6) (source-c 6) (dest-r 9) (dest-c 15) (cost 24))
(pcpc (source-r 9) (source-c 15) (dest-r 9) (dest-c 7) (cost 16))
(pcpc (source-r 9) (source-c 7) (dest-r 9) (dest-c 15) (cost 16))
(pcpc (source-r 9) (source-c 15) (dest-r 8) (dest-c 6) (cost 20))
(pcpc (source-r 8) (source-c 6) (dest-r 9) (dest-c 15) (cost 20))
(pcpc (source-r 9) (source-c 15) (dest-r 13) (dest-c 5) (cost 36))
(pcpc (source-r 13) (source-c 5) (dest-r 9) (dest-c 15) (cost 36))
(pcpc (source-r 9) (source-c 15) (dest-r 14) (dest-c 4) (cost 36))
(pcpc (source-r 14) (source-c 4) (dest-r 9) (dest-c 15) (cost 36))
(pcpc (source-r 9) (source-c 15) (dest-r 17) (dest-c 5) (cost 36))
(pcpc (source-r 17) (source-c 5) (dest-r 9) (dest-c 15) (cost 36))
(pcpc (source-r 9) (source-c 15) (dest-r 16) (dest-c 4) (cost 36))
(pcpc (source-r 16) (source-c 4) (dest-r 9) (dest-c 15) (cost 36))
(pcpc (source-r 9) (source-c 15) (dest-r 5) (dest-c 3) (cost 32))
(pcpc (source-r 5) (source-c 3) (dest-r 9) (dest-c 15) (cost 32))
(pcpc (source-r 9) (source-c 15) (dest-r 4) (dest-c 2) (cost 36))
(pcpc (source-r 4) (source-c 2) (dest-r 9) (dest-c 15) (cost 36))
(pcpc (source-r 9) (source-c 15) (dest-r 6) (dest-c 2) (cost 32))
(pcpc (source-r 6) (source-c 2) (dest-r 9) (dest-c 15) (cost 32))
(pcpc (source-r 9) (source-c 15) (dest-r 7) (dest-c 3) (cost 28))
(pcpc (source-r 7) (source-c 3) (dest-r 9) (dest-c 15) (cost 28))
(pcpc (source-r 9) (source-c 15) (dest-r 8) (dest-c 3) (cost 26))
(pcpc (source-r 8) (source-c 3) (dest-r 9) (dest-c 15) (cost 26))
(pcpc (source-r 9) (source-c 15) (dest-r 9) (dest-c 2) (cost 30))
(pcpc (source-r 9) (source-c 2) (dest-r 9) (dest-c 15) (cost 30))
(pcpc (source-r 9) (source-c 15) (dest-r 10) (dest-c 3) (cost 30))
(pcpc (source-r 10) (source-c 3) (dest-r 9) (dest-c 15) (cost 30))
(pcpc (source-r 13) (source-c 15) (dest-r 13) (dest-c 15) (cost 0))
(pcpc (source-r 13) (source-c 15) (dest-r 17) (dest-c 15) (cost 8))
(pcpc (source-r 17) (source-c 15) (dest-r 13) (dest-c 15) (cost 8))
(pcpc (source-r 13) (source-c 15) (dest-r 6) (dest-c 11) (cost 22))
(pcpc (source-r 6) (source-c 11) (dest-r 13) (dest-c 15) (cost 22))
(pcpc (source-r 13) (source-c 15) (dest-r 13) (dest-c 10) (cost 10))
(pcpc (source-r 13) (source-c 10) (dest-r 13) (dest-c 15) (cost 10))
(pcpc (source-r 13) (source-c 15) (dest-r 16) (dest-c 9) (cost 18))
(pcpc (source-r 16) (source-c 9) (dest-r 13) (dest-c 15) (cost 18))
(pcpc (source-r 13) (source-c 15) (dest-r 17) (dest-c 8) (cost 22))
(pcpc (source-r 17) (source-c 8) (dest-r 13) (dest-c 15) (cost 22))
(pcpc (source-r 13) (source-c 15) (dest-r 6) (dest-c 6) (cost 32))
(pcpc (source-r 6) (source-c 6) (dest-r 13) (dest-c 15) (cost 32))
(pcpc (source-r 13) (source-c 15) (dest-r 9) (dest-c 7) (cost 24))
(pcpc (source-r 9) (source-c 7) (dest-r 13) (dest-c 15) (cost 24))
(pcpc (source-r 13) (source-c 15) (dest-r 8) (dest-c 6) (cost 28))
(pcpc (source-r 8) (source-c 6) (dest-r 13) (dest-c 15) (cost 28))
(pcpc (source-r 13) (source-c 15) (dest-r 13) (dest-c 5) (cost 28))
(pcpc (source-r 13) (source-c 5) (dest-r 13) (dest-c 15) (cost 28))
(pcpc (source-r 13) (source-c 15) (dest-r 14) (dest-c 4) (cost 28))
(pcpc (source-r 14) (source-c 4) (dest-r 13) (dest-c 15) (cost 28))
(pcpc (source-r 13) (source-c 15) (dest-r 17) (dest-c 5) (cost 28))
(pcpc (source-r 17) (source-c 5) (dest-r 13) (dest-c 15) (cost 28))
(pcpc (source-r 13) (source-c 15) (dest-r 16) (dest-c 4) (cost 28))
(pcpc (source-r 16) (source-c 4) (dest-r 13) (dest-c 15) (cost 28))
(pcpc (source-r 13) (source-c 15) (dest-r 5) (dest-c 3) (cost 40))
(pcpc (source-r 5) (source-c 3) (dest-r 13) (dest-c 15) (cost 40))
(pcpc (source-r 13) (source-c 15) (dest-r 4) (dest-c 2) (cost 44))
(pcpc (source-r 4) (source-c 2) (dest-r 13) (dest-c 15) (cost 44))
(pcpc (source-r 13) (source-c 15) (dest-r 6) (dest-c 2) (cost 40))
(pcpc (source-r 6) (source-c 2) (dest-r 13) (dest-c 15) (cost 40))
(pcpc (source-r 13) (source-c 15) (dest-r 7) (dest-c 3) (cost 36))
(pcpc (source-r 7) (source-c 3) (dest-r 13) (dest-c 15) (cost 36))
(pcpc (source-r 13) (source-c 15) (dest-r 8) (dest-c 3) (cost 34))
(pcpc (source-r 8) (source-c 3) (dest-r 13) (dest-c 15) (cost 34))
(pcpc (source-r 13) (source-c 15) (dest-r 9) (dest-c 2) (cost 38))
(pcpc (source-r 9) (source-c 2) (dest-r 13) (dest-c 15) (cost 38))
(pcpc (source-r 13) (source-c 15) (dest-r 10) (dest-c 3) (cost 38))
(pcpc (source-r 10) (source-c 3) (dest-r 13) (dest-c 15) (cost 38))
(pcpc (source-r 17) (source-c 15) (dest-r 17) (dest-c 15) (cost 0))
(pcpc (source-r 17) (source-c 15) (dest-r 6) (dest-c 11) (cost 30))
(pcpc (source-r 6) (source-c 11) (dest-r 17) (dest-c 15) (cost 30))
(pcpc (source-r 17) (source-c 15) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 17) (dest-c 15) (cost 18))
(pcpc (source-r 17) (source-c 15) (dest-r 16) (dest-c 9) (cost 14))
(pcpc (source-r 16) (source-c 9) (dest-r 17) (dest-c 15) (cost 14))
(pcpc (source-r 17) (source-c 15) (dest-r 17) (dest-c 8) (cost 18))
(pcpc (source-r 17) (source-c 8) (dest-r 17) (dest-c 15) (cost 18))
(pcpc (source-r 17) (source-c 15) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 17) (dest-c 15) (cost 40))
(pcpc (source-r 17) (source-c 15) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 17) (dest-c 15) (cost 32))
(pcpc (source-r 17) (source-c 15) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 17) (dest-c 15) (cost 36))
(pcpc (source-r 17) (source-c 15) (dest-r 13) (dest-c 5) (cost 28))
(pcpc (source-r 13) (source-c 5) (dest-r 17) (dest-c 15) (cost 28))
(pcpc (source-r 17) (source-c 15) (dest-r 14) (dest-c 4) (cost 28))
(pcpc (source-r 14) (source-c 4) (dest-r 17) (dest-c 15) (cost 28))
(pcpc (source-r 17) (source-c 15) (dest-r 17) (dest-c 5) (cost 24))
(pcpc (source-r 17) (source-c 5) (dest-r 17) (dest-c 15) (cost 24))
(pcpc (source-r 17) (source-c 15) (dest-r 16) (dest-c 4) (cost 24))
(pcpc (source-r 16) (source-c 4) (dest-r 17) (dest-c 15) (cost 24))
(pcpc (source-r 17) (source-c 15) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 17) (dest-c 15) (cost 48))
(pcpc (source-r 17) (source-c 15) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 17) (dest-c 15) (cost 52))
(pcpc (source-r 17) (source-c 15) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 17) (dest-c 15) (cost 48))
(pcpc (source-r 17) (source-c 15) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 17) (dest-c 15) (cost 44))
(pcpc (source-r 17) (source-c 15) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 17) (dest-c 15) (cost 42))
(pcpc (source-r 17) (source-c 15) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 17) (dest-c 15) (cost 46))
(pcpc (source-r 17) (source-c 15) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 17) (dest-c 15) (cost 46))
(pcpc (source-r 6) (source-c 11) (dest-r 6) (dest-c 11) (cost 0))
(pcpc (source-r 6) (source-c 11) (dest-r 13) (dest-c 10) (cost 16))
(pcpc (source-r 13) (source-c 10) (dest-r 6) (dest-c 11) (cost 16))
(pcpc (source-r 6) (source-c 11) (dest-r 16) (dest-c 9) (cost 24))
(pcpc (source-r 16) (source-c 9) (dest-r 6) (dest-c 11) (cost 24))
(pcpc (source-r 6) (source-c 11) (dest-r 17) (dest-c 8) (cost 28))
(pcpc (source-r 17) (source-c 8) (dest-r 6) (dest-c 11) (cost 28))
(pcpc (source-r 6) (source-c 11) (dest-r 6) (dest-c 6) (cost 10))
(pcpc (source-r 6) (source-c 6) (dest-r 6) (dest-c 11) (cost 10))
(pcpc (source-r 6) (source-c 11) (dest-r 9) (dest-c 7) (cost 14))
(pcpc (source-r 9) (source-c 7) (dest-r 6) (dest-c 11) (cost 14))
(pcpc (source-r 6) (source-c 11) (dest-r 8) (dest-c 6) (cost 14))
(pcpc (source-r 8) (source-c 6) (dest-r 6) (dest-c 11) (cost 14))
(pcpc (source-r 6) (source-c 11) (dest-r 13) (dest-c 5) (cost 34))
(pcpc (source-r 13) (source-c 5) (dest-r 6) (dest-c 11) (cost 34))
(pcpc (source-r 6) (source-c 11) (dest-r 14) (dest-c 4) (cost 34))
(pcpc (source-r 14) (source-c 4) (dest-r 6) (dest-c 11) (cost 34))
(pcpc (source-r 6) (source-c 11) (dest-r 17) (dest-c 5) (cost 34))
(pcpc (source-r 17) (source-c 5) (dest-r 6) (dest-c 11) (cost 34))
(pcpc (source-r 6) (source-c 11) (dest-r 16) (dest-c 4) (cost 34))
(pcpc (source-r 16) (source-c 4) (dest-r 6) (dest-c 11) (cost 34))
(pcpc (source-r 6) (source-c 11) (dest-r 5) (dest-c 3) (cost 18))
(pcpc (source-r 5) (source-c 3) (dest-r 6) (dest-c 11) (cost 18))
(pcpc (source-r 6) (source-c 11) (dest-r 4) (dest-c 2) (cost 22))
(pcpc (source-r 4) (source-c 2) (dest-r 6) (dest-c 11) (cost 22))
(pcpc (source-r 6) (source-c 11) (dest-r 6) (dest-c 2) (cost 18))
(pcpc (source-r 6) (source-c 2) (dest-r 6) (dest-c 11) (cost 18))
(pcpc (source-r 6) (source-c 11) (dest-r 7) (dest-c 3) (cost 18))
(pcpc (source-r 7) (source-c 3) (dest-r 6) (dest-c 11) (cost 18))
(pcpc (source-r 6) (source-c 11) (dest-r 8) (dest-c 3) (cost 20))
(pcpc (source-r 8) (source-c 3) (dest-r 6) (dest-c 11) (cost 20))
(pcpc (source-r 6) (source-c 11) (dest-r 9) (dest-c 2) (cost 24))
(pcpc (source-r 9) (source-c 2) (dest-r 6) (dest-c 11) (cost 24))
(pcpc (source-r 6) (source-c 11) (dest-r 10) (dest-c 3) (cost 24))
(pcpc (source-r 10) (source-c 3) (dest-r 6) (dest-c 11) (cost 24))
(pcpc (source-r 13) (source-c 10) (dest-r 13) (dest-c 10) (cost 0))
(pcpc (source-r 13) (source-c 10) (dest-r 16) (dest-c 9) (cost 8))
(pcpc (source-r 16) (source-c 9) (dest-r 13) (dest-c 10) (cost 8))
(pcpc (source-r 13) (source-c 10) (dest-r 17) (dest-c 8) (cost 12))
(pcpc (source-r 17) (source-c 8) (dest-r 13) (dest-c 10) (cost 12))
(pcpc (source-r 13) (source-c 10) (dest-r 6) (dest-c 6) (cost 22))
(pcpc (source-r 6) (source-c 6) (dest-r 13) (dest-c 10) (cost 22))
(pcpc (source-r 13) (source-c 10) (dest-r 9) (dest-c 7) (cost 14))
(pcpc (source-r 9) (source-c 7) (dest-r 13) (dest-c 10) (cost 14))
(pcpc (source-r 13) (source-c 10) (dest-r 8) (dest-c 6) (cost 18))
(pcpc (source-r 8) (source-c 6) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 13) (dest-c 5) (cost 18))
(pcpc (source-r 13) (source-c 5) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 14) (dest-c 4) (cost 18))
(pcpc (source-r 14) (source-c 4) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 17) (dest-c 5) (cost 18))
(pcpc (source-r 17) (source-c 5) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 16) (dest-c 4) (cost 18))
(pcpc (source-r 16) (source-c 4) (dest-r 13) (dest-c 10) (cost 18))
(pcpc (source-r 13) (source-c 10) (dest-r 5) (dest-c 3) (cost 30))
(pcpc (source-r 5) (source-c 3) (dest-r 13) (dest-c 10) (cost 30))
(pcpc (source-r 13) (source-c 10) (dest-r 4) (dest-c 2) (cost 34))
(pcpc (source-r 4) (source-c 2) (dest-r 13) (dest-c 10) (cost 34))
(pcpc (source-r 13) (source-c 10) (dest-r 6) (dest-c 2) (cost 30))
(pcpc (source-r 6) (source-c 2) (dest-r 13) (dest-c 10) (cost 30))
(pcpc (source-r 13) (source-c 10) (dest-r 7) (dest-c 3) (cost 26))
(pcpc (source-r 7) (source-c 3) (dest-r 13) (dest-c 10) (cost 26))
(pcpc (source-r 13) (source-c 10) (dest-r 8) (dest-c 3) (cost 24))
(pcpc (source-r 8) (source-c 3) (dest-r 13) (dest-c 10) (cost 24))
(pcpc (source-r 13) (source-c 10) (dest-r 9) (dest-c 2) (cost 28))
(pcpc (source-r 9) (source-c 2) (dest-r 13) (dest-c 10) (cost 28))
(pcpc (source-r 13) (source-c 10) (dest-r 10) (dest-c 3) (cost 28))
(pcpc (source-r 10) (source-c 3) (dest-r 13) (dest-c 10) (cost 28))
(pcpc (source-r 16) (source-c 9) (dest-r 16) (dest-c 9) (cost 0))
(pcpc (source-r 16) (source-c 9) (dest-r 17) (dest-c 8) (cost 4))
(pcpc (source-r 17) (source-c 8) (dest-r 16) (dest-c 9) (cost 4))
(pcpc (source-r 16) (source-c 9) (dest-r 6) (dest-c 6) (cost 30))
(pcpc (source-r 6) (source-c 6) (dest-r 16) (dest-c 9) (cost 30))
(pcpc (source-r 16) (source-c 9) (dest-r 9) (dest-c 7) (cost 22))
(pcpc (source-r 9) (source-c 7) (dest-r 16) (dest-c 9) (cost 22))
(pcpc (source-r 16) (source-c 9) (dest-r 8) (dest-c 6) (cost 26))
(pcpc (source-r 8) (source-c 6) (dest-r 16) (dest-c 9) (cost 26))
(pcpc (source-r 16) (source-c 9) (dest-r 13) (dest-c 5) (cost 14))
(pcpc (source-r 13) (source-c 5) (dest-r 16) (dest-c 9) (cost 14))
(pcpc (source-r 16) (source-c 9) (dest-r 14) (dest-c 4) (cost 14))
(pcpc (source-r 14) (source-c 4) (dest-r 16) (dest-c 9) (cost 14))
(pcpc (source-r 16) (source-c 9) (dest-r 17) (dest-c 5) (cost 10))
(pcpc (source-r 17) (source-c 5) (dest-r 16) (dest-c 9) (cost 10))
(pcpc (source-r 16) (source-c 9) (dest-r 16) (dest-c 4) (cost 10))
(pcpc (source-r 16) (source-c 4) (dest-r 16) (dest-c 9) (cost 10))
(pcpc (source-r 16) (source-c 9) (dest-r 5) (dest-c 3) (cost 38))
(pcpc (source-r 5) (source-c 3) (dest-r 16) (dest-c 9) (cost 38))
(pcpc (source-r 16) (source-c 9) (dest-r 4) (dest-c 2) (cost 42))
(pcpc (source-r 4) (source-c 2) (dest-r 16) (dest-c 9) (cost 42))
(pcpc (source-r 16) (source-c 9) (dest-r 6) (dest-c 2) (cost 38))
(pcpc (source-r 6) (source-c 2) (dest-r 16) (dest-c 9) (cost 38))
(pcpc (source-r 16) (source-c 9) (dest-r 7) (dest-c 3) (cost 34))
(pcpc (source-r 7) (source-c 3) (dest-r 16) (dest-c 9) (cost 34))
(pcpc (source-r 16) (source-c 9) (dest-r 8) (dest-c 3) (cost 32))
(pcpc (source-r 8) (source-c 3) (dest-r 16) (dest-c 9) (cost 32))
(pcpc (source-r 16) (source-c 9) (dest-r 9) (dest-c 2) (cost 36))
(pcpc (source-r 9) (source-c 2) (dest-r 16) (dest-c 9) (cost 36))
(pcpc (source-r 16) (source-c 9) (dest-r 10) (dest-c 3) (cost 36))
(pcpc (source-r 10) (source-c 3) (dest-r 16) (dest-c 9) (cost 36))
(pcpc (source-r 17) (source-c 8) (dest-r 17) (dest-c 8) (cost 0))
(pcpc (source-r 17) (source-c 8) (dest-r 6) (dest-c 6) (cost 34))
(pcpc (source-r 6) (source-c 6) (dest-r 17) (dest-c 8) (cost 34))
(pcpc (source-r 17) (source-c 8) (dest-r 9) (dest-c 7) (cost 26))
(pcpc (source-r 9) (source-c 7) (dest-r 17) (dest-c 8) (cost 26))
(pcpc (source-r 17) (source-c 8) (dest-r 8) (dest-c 6) (cost 30))
(pcpc (source-r 8) (source-c 6) (dest-r 17) (dest-c 8) (cost 30))
(pcpc (source-r 17) (source-c 8) (dest-r 13) (dest-c 5) (cost 14))
(pcpc (source-r 13) (source-c 5) (dest-r 17) (dest-c 8) (cost 14))
(pcpc (source-r 17) (source-c 8) (dest-r 14) (dest-c 4) (cost 14))
(pcpc (source-r 14) (source-c 4) (dest-r 17) (dest-c 8) (cost 14))
(pcpc (source-r 17) (source-c 8) (dest-r 17) (dest-c 5) (cost 6))
(pcpc (source-r 17) (source-c 5) (dest-r 17) (dest-c 8) (cost 6))
(pcpc (source-r 17) (source-c 8) (dest-r 16) (dest-c 4) (cost 10))
(pcpc (source-r 16) (source-c 4) (dest-r 17) (dest-c 8) (cost 10))
